   0.0000000e+00	   0.0000000e+00	  -3.0510060e+00	
   3.1250000e+00	   0.0000000e+00	  -2.8645819e+00	
   6.2500000e+00	   0.0000000e+00	  -2.8297093e+00	
   9.3750000e+00	   0.0000000e+00	  -2.8711287e+00	
   1.2500000e+01	   0.0000000e+00	  -2.8368547e+00	
   1.5625000e+01	   0.0000000e+00	  -2.7325519e+00	
   1.8750000e+01	   0.0000000e+00	  -2.7052769e+00	
   2.1875000e+01	   0.0000000e+00	  -2.8352130e+00	
   2.5000000e+01	   0.0000000e+00	  -3.0471485e+00	
   2.8125000e+01	   0.0000000e+00	  -3.2316264e+00	
   3.1250000e+01	   0.0000000e+00	  -3.3480989e+00	
   3.4375000e+01	   0.0000000e+00	  -3.4015595e+00	
   3.7500000e+01	   0.0000000e+00	  -3.4125288e+00	
   4.0625000e+01	   0.0000000e+00	  -3.4251281e+00	
   4.3750000e+01	   0.0000000e+00	  -3.4758749e+00	
   4.6875000e+01	   0.0000000e+00	  -3.5383101e+00	
   5.0000000e+01	   0.0000000e+00	  -3.5504960e+00	
   5.3125000e+01	   0.0000000e+00	  -3.5077869e+00	
   5.6250000e+01	   0.0000000e+00	  -3.4675562e+00	
   5.9375000e+01	   0.0000000e+00	  -3.4549023e+00	
   6.2500000e+01	   0.0000000e+00	  -3.4234601e+00	
   6.5625000e+01	   0.0000000e+00	  -3.3380110e+00	
   6.8750000e+01	   0.0000000e+00	  -3.2481452e+00	
   7.1875000e+01	   0.0000000e+00	  -3.2353928e+00	
   7.5000000e+01	   0.0000000e+00	  -3.3015731e+00	
   7.8125000e+01	   0.0000000e+00	  -3.3543229e+00	
   8.1250000e+01	   0.0000000e+00	  -3.3168961e+00	
   8.4375000e+01	   0.0000000e+00	  -3.2267295e+00	
   8.7500000e+01	   0.0000000e+00	  -3.1954458e+00	
   9.0625000e+01	   0.0000000e+00	  -3.2565287e+00	
   9.3750000e+01	   0.0000000e+00	  -3.3089701e+00	
   9.6875000e+01	   0.0000000e+00	  -3.2424671e+00	
   1.0000000e+02	   0.0000000e+00	  -3.0905003e+00	
   1.0312500e+02	   0.0000000e+00	  -2.9958212e+00	
   1.0625000e+02	   0.0000000e+00	  -3.0264541e+00	
   1.0937500e+02	   0.0000000e+00	  -3.0977859e+00	
   1.1250000e+02	   0.0000000e+00	  -3.0981955e+00	
   1.1562500e+02	   0.0000000e+00	  -3.0223251e+00	
   1.1875000e+02	   0.0000000e+00	  -2.9380388e+00	
   1.2187500e+02	   0.0000000e+00	  -2.8914529e+00	
